control_ref,identifier_status,title_status,applicability_status,requirement_similarity,requirement_comparison_status,amendment_status,official_source_ref,official_pdf_pages,human_review_status,notes
7.43,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,84,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
7.44,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,84,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
7.45,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,84,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
7.46,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,84,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
7.47,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,84,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
7.48,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,84,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
7.49,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,84;85,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
8.1,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,85,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
8.2,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,85,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
8.3,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,85,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
8.4,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,85,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
8.5,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,85,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
8.6,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,85,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
8.7,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,85,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
8.8,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,85,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
8.9,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,85;86,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
8.10,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,86,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
8.11,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,86,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
8.12,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,86,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
8.13,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,86,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
8.14,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,86,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
8.15,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,86,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
8.16,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,86,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
8.17,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,86,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
8.18,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,86,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
8.19,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,86,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
8.20,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,86;87,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
8.21,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,87,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
8.22,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,87;88,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
8.23,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,88,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
8.24,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,88,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
8.25,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,88,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
8.26,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,88,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
8.27,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,88,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
8.28,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,88,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
8.29,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,88,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
8.30,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,88,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
8.31,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,88,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
8.32,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,88,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
8.33,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,88,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
8.34,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,88,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
8.35,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,88;89,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
8.36,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,89,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
8.37,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,89,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
8.38,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,89,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
8.39,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,89,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
8.40,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,89,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
8.41,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,89,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
8.42,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,89,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
8.43,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,89,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
8.44,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,89,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
8.45,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,89,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
8.46,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,89,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
8.47,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,89,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
8.48,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,89,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
8.49,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,89,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
8.50,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,89;90,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
9.1,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,90,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
9.2,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,90,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
9.3,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,90,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
9.4,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,90,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
9.5,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,90,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
9.6,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,90,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
9.7,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,90;91,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
